id_facture;id_contrat;date_emission;date_echeance;periode_debut;periode_fin;montant_ht;tva;montant_ttc;cout_energie;consommation;statut_paiement;id_client;id_compteur;created_at;updated_at
FAC00000703         ;CTR000062      ;2022/07/03 00:00:00.000;2022/08/02 00:00:00.000;2022/06/03 00:00:00.000;2022/07/03 00:00:00.000;79,88;20,0;95,86;47,93;532,54;En attente;CLI00166  ;ELEC_0103           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001425         ;CTR000123      ;2022/07/03 00:00:00.000;2022/08/02 00:00:00.000;2022/06/03 00:00:00.000;2022/07/03 00:00:00.000;22,85;20,0;27,42;13,71;253,92;En retard ;CLI00020  ;GAZ_0024            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000038         ;CTR000004      ;2022/07/05 00:00:00.000;2022/08/04 00:00:00.000;2022/06/05 00:00:00.000;2022/07/05 00:00:00.000;23,21;20,0;27,85;13,93;257,92;En attente;CLI00021  ;GAZ_0009            ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000
FAC00001238         ;CTR000107      ;2022/07/05 00:00:00.000;2022/08/04 00:00:00.000;2022/06/05 00:00:00.000;2022/07/05 00:00:00.000;136,1;20,0;163,32;81,66;907,36;En retard ;CLI00140  ;ELEC_0094           ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000257         ;CTR000023      ;2022/07/08 00:00:00.000;2022/08/07 00:00:00.000;2022/06/08 00:00:00.000;2022/07/08 00:00:00.000;18,2;20,0;21,84;10,92;202,24;Payée     ;CLI00097  ;GAZ_0111            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000404         ;CTR000036      ;2022/07/08 00:00:00.000;2022/08/07 00:00:00.000;2022/06/08 00:00:00.000;2022/07/08 00:00:00.000;247,76;20,0;297,31;148,65;58,99;Payée     ;CLI00176  ;EAU_0098            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000610         ;CTR000054      ;2022/07/09 00:00:00.000;2022/08/08 00:00:00.000;2022/06/09 00:00:00.000;2022/07/09 00:00:00.000;344,78;20,0;413,74;206,87;82,09;Payée     ;CLI00173  ;EAU_0128            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001805         ;CTR000156      ;2022/07/09 00:00:00.000;2022/08/08 00:00:00.000;2022/06/09 00:00:00.000;2022/07/09 00:00:00.000;133,05;20,0;159,66;79,83;886,97;Payée     ;CLI00154  ;ELEC_0073           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001582         ;CTR000137      ;2022/07/11 00:00:00.000;2022/08/10 00:00:00.000;2022/06/11 00:00:00.000;2022/07/11 00:00:00.000;59,96;20,0;71,95;35,98;399,74;En retard ;CLI00171  ;ELEC_0043           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000738         ;CTR000065      ;2022/07/12 00:00:00.000;2022/08/11 00:00:00.000;2022/06/12 00:00:00.000;2022/07/12 00:00:00.000;109,62;20,0;131,54;65,77;26,1;Payée     ;CLI00096  ;EAU_0101            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001053         ;CTR000092      ;2022/07/12 00:00:00.000;2022/08/11 00:00:00.000;2022/06/12 00:00:00.000;2022/07/12 00:00:00.000;161,78;20,0;194,14;97,07;38,52;Payée     ;CLI00030  ;EAU_0047            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001306         ;CTR000113      ;2022/07/12 00:00:00.000;2022/08/11 00:00:00.000;2022/06/12 00:00:00.000;2022/07/12 00:00:00.000;38,4;20,0;46,08;23,04;426,64;Payée     ;CLI00158  ;GAZ_0036            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001515         ;CTR000131      ;2022/07/12 00:00:00.000;2022/08/11 00:00:00.000;2022/06/12 00:00:00.000;2022/07/12 00:00:00.000;128,01;20,0;153,61;76,81;853,4;Payée     ;CLI00125  ;ELEC_0088           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000087         ;CTR000008      ;2022/07/13 00:00:00.000;2022/08/12 00:00:00.000;2022/06/13 00:00:00.000;2022/07/13 00:00:00.000;278,68;20,0;334,42;167,21;1857,87;En retard ;CLI00025  ;ELEC_0136           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000656         ;CTR000058      ;2022/07/13 00:00:00.000;2022/08/12 00:00:00.000;2022/06/13 00:00:00.000;2022/07/13 00:00:00.000;96,49;20,0;115,79;57,89;643,24;Payée     ;CLI00137  ;ELEC_0130           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00002010         ;CTR000175      ;2022/07/13 00:00:00.000;2022/08/12 00:00:00.000;2022/06/13 00:00:00.000;2022/07/13 00:00:00.000;10,8;20,0;12,96;6,48;120,04;Payée     ;CLI00190  ;GAZ_0045            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000496         ;CTR000044      ;2022/07/14 00:00:00.000;2022/08/13 00:00:00.000;2022/06/14 00:00:00.000;2022/07/14 00:00:00.000;62,45;20,0;74,94;37,47;14,87;En attente;CLI00085  ;EAU_0113            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000868         ;CTR000076      ;2022/07/14 00:00:00.000;2022/08/13 00:00:00.000;2022/06/14 00:00:00.000;2022/07/14 00:00:00.000;336,42;20,0;403,7;201,85;80,1;Payée     ;CLI00142  ;EAU_0041            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001389         ;CTR000120      ;2022/07/14 00:00:00.000;2022/08/13 00:00:00.000;2022/06/14 00:00:00.000;2022/07/14 00:00:00.000;81,86;20,0;98,23;49,11;19,49;Payée     ;CLI00183  ;EAU_0083            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001495         ;CTR000129      ;2022/07/14 00:00:00.000;2022/08/13 00:00:00.000;2022/06/14 00:00:00.000;2022/07/14 00:00:00.000;136,73;20,0;164,08;82,04;911,55;Payée     ;CLI00083  ;ELEC_0073           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001398         ;CTR000121      ;2022/07/15 00:00:00.000;2022/08/14 00:00:00.000;2022/06/15 00:00:00.000;2022/07/15 00:00:00.000;233,45;20,0;280,14;140,07;1556,31;Payée     ;CLI00037  ;ELEC_0148           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001030         ;CTR000090      ;2022/07/16 00:00:00.000;2022/08/15 00:00:00.000;2022/06/16 00:00:00.000;2022/07/16 00:00:00.000;108,91;20,0;130,69;65,35;726,08;Payée     ;CLI00158  ;ELEC_0022           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001139         ;CTR000099      ;2022/07/17 00:00:00.000;2022/08/16 00:00:00.000;2022/06/17 00:00:00.000;2022/07/17 00:00:00.000;15,99;20,0;19,19;9,59;177,63;Payée     ;CLI00092  ;GAZ_0003            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000592         ;CTR000052      ;2022/07/19 00:00:00.000;2022/08/18 00:00:00.000;2022/06/19 00:00:00.000;2022/07/19 00:00:00.000;81,24;20,0;97,49;48,74;541,6;Payée     ;CLI00141  ;ELEC_0007           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00002069         ;CTR000180      ;2022/07/21 00:00:00.000;2022/08/20 00:00:00.000;2022/06/21 00:00:00.000;2022/07/21 00:00:00.000;110,96;20,0;133,15;66,58;26,42;Payée     ;CLI00086  ;EAU_0110            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000856         ;CTR000075      ;2022/07/22 00:00:00.000;2022/08/21 00:00:00.000;2022/06/22 00:00:00.000;2022/07/22 00:00:00.000;5,14;20,0;6,17;3,08;57,07;Payée     ;CLI00043  ;GAZ_0063            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001626         ;CTR000141      ;2022/07/24 00:00:00.000;2022/08/23 00:00:00.000;2022/06/24 00:00:00.000;2022/07/24 00:00:00.000;131,17;20,0;157,4;78,7;874,46;Payée     ;CLI00058  ;ELEC_0133           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000049         ;CTR000005      ;2022/07/26 00:00:00.000;2022/08/25 00:00:00.000;2022/06/26 00:00:00.000;2022/07/26 00:00:00.000;105,56;20,0;126,67;63,34;703,74;En attente;CLI00098  ;ELEC_0097           ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000
FAC00001952         ;CTR000170      ;2022/07/28 00:00:00.000;2022/08/27 00:00:00.000;2022/06/28 00:00:00.000;2022/07/28 00:00:00.000;368,68;20,0;442,42;221,21;87,78;En retard ;CLI00021  ;EAU_0131            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000066         ;CTR000006      ;2022/07/29 00:00:00.000;2022/08/28 00:00:00.000;2022/06/29 00:00:00.000;2022/07/29 00:00:00.000;37,15;20,0;44,58;22,29;412,79;Payée     ;CLI00015  ;GAZ_0003            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00001151         ;CTR000100      ;2022/07/29 00:00:00.000;2022/08/28 00:00:00.000;2022/06/29 00:00:00.000;2022/07/29 00:00:00.000;28,07;20,0;33,68;16,84;311,86;Payée     ;CLI00050  ;GAZ_0099            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000158         ;CTR000014      ;2022/07/30 00:00:00.000;2022/08/29 00:00:00.000;2022/06/30 00:00:00.000;2022/07/30 00:00:00.000;9,52;20,0;11,42;5,71;105,74;Payée     ;CLI00077  ;GAZ_0042            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00001675         ;CTR000145      ;2022/07/31 00:00:00.000;2022/08/30 00:00:00.000;2022/07/01 00:00:00.000;2022/07/31 00:00:00.000;31,93;20,0;38,32;19,16;354,82;Payée     ;CLI00023  ;GAZ_0027            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00002060         ;CTR000179      ;2022/07/31 00:00:00.000;2022/08/30 00:00:00.000;2022/07/01 00:00:00.000;2022/07/31 00:00:00.000;16,43;20,0;19,72;9,86;182,61;Payée     ;CLI00033  ;GAZ_0069            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00001721         ;CTR000149      ;2022/08/01 00:00:00.000;2022/08/31 00:00:00.000;2022/07/02 00:00:00.000;2022/08/01 00:00:00.000;17,11;20,0;20,53;10,27;190,16;Payée     ;CLI00145  ;GAZ_0003            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000704         ;CTR000062      ;2022/08/02 00:00:00.000;2022/09/01 00:00:00.000;2022/07/03 00:00:00.000;2022/08/02 00:00:00.000;102,05;20,0;122,46;61,23;680,35;Payée     ;CLI00166  ;ELEC_0103           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000774         ;CTR000068      ;2022/08/02 00:00:00.000;2022/09/01 00:00:00.000;2022/07/03 00:00:00.000;2022/08/02 00:00:00.000;225,59;20,0;270,71;135,35;1503,91;Payée     ;CLI00107  ;ELEC_0022           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001426         ;CTR000123      ;2022/08/02 00:00:00.000;2022/09/01 00:00:00.000;2022/07/03 00:00:00.000;2022/08/02 00:00:00.000;44,55;20,0;53,46;26,73;495,05;Payée     ;CLI00020  ;GAZ_0024            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001161         ;CTR000101      ;2022/08/03 00:00:00.000;2022/09/02 00:00:00.000;2022/07/04 00:00:00.000;2022/08/03 00:00:00.000;12,68;20,0;15,22;7,61;140,87;Payée     ;CLI00105  ;GAZ_0126            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000039         ;CTR000004      ;2022/08/04 00:00:00.000;2022/09/03 00:00:00.000;2022/07/05 00:00:00.000;2022/08/04 00:00:00.000;4,98;20,0;5,98;2,99;55,38;En attente;CLI00021  ;GAZ_0009            ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000
FAC00001239         ;CTR000107      ;2022/08/04 00:00:00.000;2022/09/03 00:00:00.000;2022/07/05 00:00:00.000;2022/08/04 00:00:00.000;54,37;20,0;65,24;32,62;362,45;En attente;CLI00140  ;ELEC_0094           ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000258         ;CTR000023      ;2022/08/07 00:00:00.000;2022/09/06 00:00:00.000;2022/07/08 00:00:00.000;2022/08/07 00:00:00.000;8,36;20,0;10,03;5,01;92,86;Payée     ;CLI00097  ;GAZ_0111            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000405         ;CTR000036      ;2022/08/07 00:00:00.000;2022/09/06 00:00:00.000;2022/07/08 00:00:00.000;2022/08/07 00:00:00.000;180,1;20,0;216,12;108,06;42,88;Payée     ;CLI00176  ;EAU_0098            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000611         ;CTR000054      ;2022/08/08 00:00:00.000;2022/09/07 00:00:00.000;2022/07/09 00:00:00.000;2022/08/08 00:00:00.000;396,65;20,0;475,98;237,99;94,44;Payée     ;CLI00173  ;EAU_0128            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001806         ;CTR000156      ;2022/08/08 00:00:00.000;2022/09/07 00:00:00.000;2022/07/09 00:00:00.000;2022/08/08 00:00:00.000;261,16;20,0;313,39;156,69;1741,05;En attente;CLI00154  ;ELEC_0073           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001583         ;CTR000137      ;2022/08/10 00:00:00.000;2022/09/09 00:00:00.000;2022/07/11 00:00:00.000;2022/08/10 00:00:00.000;94,84;20,0;113,81;56,9;632,27;En attente;CLI00171  ;ELEC_0043           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000739         ;CTR000065      ;2022/08/11 00:00:00.000;2022/09/10 00:00:00.000;2022/07/12 00:00:00.000;2022/08/11 00:00:00.000;159,01;20,0;190,81;95,41;37,86;En attente;CLI00096  ;EAU_0101            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001054         ;CTR000092      ;2022/08/11 00:00:00.000;2022/09/10 00:00:00.000;2022/07/12 00:00:00.000;2022/08/11 00:00:00.000;246,08;20,0;295,3;147,65;58,59;Payée     ;CLI00030  ;EAU_0047            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001307         ;CTR000113      ;2022/08/11 00:00:00.000;2022/09/10 00:00:00.000;2022/07/12 00:00:00.000;2022/08/11 00:00:00.000;38,14;20,0;45,77;22,89;423,81;Payée     ;CLI00158  ;GAZ_0036            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001516         ;CTR000131      ;2022/08/11 00:00:00.000;2022/09/10 00:00:00.000;2022/07/12 00:00:00.000;2022/08/11 00:00:00.000;220,88;20,0;265,06;132,53;1472,54;Payée     ;CLI00125  ;ELEC_0088           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000088         ;CTR000008      ;2022/08/12 00:00:00.000;2022/09/11 00:00:00.000;2022/07/13 00:00:00.000;2022/08/12 00:00:00.000;182,7;20,0;219,24;109,62;1217,99;En retard ;CLI00025  ;ELEC_0136           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000657         ;CTR000058      ;2022/08/12 00:00:00.000;2022/09/11 00:00:00.000;2022/07/13 00:00:00.000;2022/08/12 00:00:00.000;117,32;20,0;140,78;70,39;782,14;En retard ;CLI00137  ;ELEC_0130           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00002011         ;CTR000175      ;2022/08/12 00:00:00.000;2022/09/11 00:00:00.000;2022/07/13 00:00:00.000;2022/08/12 00:00:00.000;19,43;20,0;23,32;11,66;215,89;En retard ;CLI00190  ;GAZ_0045            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000497         ;CTR000044      ;2022/08/13 00:00:00.000;2022/09/12 00:00:00.000;2022/07/14 00:00:00.000;2022/08/13 00:00:00.000;246,41;20,0;295,69;147,85;58,67;Payée     ;CLI00085  ;EAU_0113            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000869         ;CTR000076      ;2022/08/13 00:00:00.000;2022/09/12 00:00:00.000;2022/07/14 00:00:00.000;2022/08/13 00:00:00.000;378,38;20,0;454,06;227,03;90,09;Payée     ;CLI00142  ;EAU_0041            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001390         ;CTR000120      ;2022/08/13 00:00:00.000;2022/09/12 00:00:00.000;2022/07/14 00:00:00.000;2022/08/13 00:00:00.000;386,36;20,0;463,63;231,81;91,99;Payée     ;CLI00183  ;EAU_0083            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001496         ;CTR000129      ;2022/08/13 00:00:00.000;2022/09/12 00:00:00.000;2022/07/14 00:00:00.000;2022/08/13 00:00:00.000;180,25;20,0;216,3;108,15;1201,66;Payée     ;CLI00083  ;ELEC_0073           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001399         ;CTR000121      ;2022/08/14 00:00:00.000;2022/09/13 00:00:00.000;2022/07/15 00:00:00.000;2022/08/14 00:00:00.000;246,48;20,0;295,78;147,89;1643,18;Payée     ;CLI00037  ;ELEC_0148           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001031         ;CTR000090      ;2022/08/15 00:00:00.000;2022/09/14 00:00:00.000;2022/07/16 00:00:00.000;2022/08/15 00:00:00.000;285,25;20,0;342,3;171,15;1901,66;En attente;CLI00158  ;ELEC_0022           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001140         ;CTR000099      ;2022/08/16 00:00:00.000;2022/09/15 00:00:00.000;2022/07/17 00:00:00.000;2022/08/16 00:00:00.000;44,04;20,0;52,85;26,42;489,28;Payée     ;CLI00092  ;GAZ_0003            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000593         ;CTR000052      ;2022/08/18 00:00:00.000;2022/09/17 00:00:00.000;2022/07/19 00:00:00.000;2022/08/18 00:00:00.000;227,75;20,0;273,3;136,65;1518,32;Payée     ;CLI00141  ;ELEC_0007           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00002070         ;CTR000180      ;2022/08/20 00:00:00.000;2022/09/19 00:00:00.000;2022/07/21 00:00:00.000;2022/08/20 00:00:00.000;306,05;20,0;367,26;183,63;72,87;Payée     ;CLI00086  ;EAU_0110            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000857         ;CTR000075      ;2022/08/21 00:00:00.000;2022/09/20 00:00:00.000;2022/07/22 00:00:00.000;2022/08/21 00:00:00.000;22,19;20,0;26,63;13,31;246,53;En retard ;CLI00043  ;GAZ_0063            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001627         ;CTR000141      ;2022/08/23 00:00:00.000;2022/09/22 00:00:00.000;2022/07/24 00:00:00.000;2022/08/23 00:00:00.000;284,71;20,0;341,65;170,82;1898,04;Payée     ;CLI00058  ;ELEC_0133           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000050         ;CTR000005      ;2022/08/25 00:00:00.000;2022/09/24 00:00:00.000;2022/07/26 00:00:00.000;2022/08/25 00:00:00.000;197,18;20,0;236,62;118,31;1314,52;Payée     ;CLI00098  ;ELEC_0097           ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000
FAC00001953         ;CTR000170      ;2022/08/27 00:00:00.000;2022/09/26 00:00:00.000;2022/07/28 00:00:00.000;2022/08/27 00:00:00.000;352,17;20,0;422,6;211,3;83,85;Payée     ;CLI00021  ;EAU_0131            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000067         ;CTR000006      ;2022/08/28 00:00:00.000;2022/09/27 00:00:00.000;2022/07/29 00:00:00.000;2022/08/28 00:00:00.000;5,64;20,0;6,77;3,39;62,69;Payée     ;CLI00015  ;GAZ_0003            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00001152         ;CTR000100      ;2022/08/28 00:00:00.000;2022/09/27 00:00:00.000;2022/07/29 00:00:00.000;2022/08/28 00:00:00.000;30,57;20,0;36,68;18,34;339,72;Payée     ;CLI00050  ;GAZ_0099            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000159         ;CTR000014      ;2022/08/29 00:00:00.000;2022/09/28 00:00:00.000;2022/07/30 00:00:00.000;2022/08/29 00:00:00.000;28,56;20,0;34,27;17,14;317,32;Payée     ;CLI00077  ;GAZ_0042            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00001676         ;CTR000145      ;2022/08/30 00:00:00.000;2022/09/29 00:00:00.000;2022/07/31 00:00:00.000;2022/08/30 00:00:00.000;13,28;20,0;15,94;7,96;147,5;Payée     ;CLI00023  ;GAZ_0027            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00002061         ;CTR000179      ;2022/08/30 00:00:00.000;2022/09/29 00:00:00.000;2022/07/31 00:00:00.000;2022/08/30 00:00:00.000;43,86;20,0;52,63;26,32;487,32;En retard ;CLI00033  ;GAZ_0069            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00001722         ;CTR000149      ;2022/08/31 00:00:00.000;2022/09/30 00:00:00.000;2022/08/01 00:00:00.000;2022/08/31 00:00:00.000;11,65;20,0;13,98;6,99;129,4;Payée     ;CLI00145  ;GAZ_0003            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000705         ;CTR000062      ;2022/09/01 00:00:00.000;2022/10/01 00:00:00.000;2022/08/02 00:00:00.000;2022/09/01 00:00:00.000;92,69;20,0;111,23;55,61;617,93;Payée     ;CLI00166  ;ELEC_0103           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000775         ;CTR000068      ;2022/09/01 00:00:00.000;2022/10/01 00:00:00.000;2022/08/02 00:00:00.000;2022/09/01 00:00:00.000;77,42;20,0;92,9;46,45;516,13;Payée     ;CLI00107  ;ELEC_0022           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001427         ;CTR000123      ;2022/09/01 00:00:00.000;2022/10/01 00:00:00.000;2022/08/02 00:00:00.000;2022/09/01 00:00:00.000;29,92;20,0;35,9;17,95;332,48;Payée     ;CLI00020  ;GAZ_0024            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001162         ;CTR000101      ;2022/09/02 00:00:00.000;2022/10/02 00:00:00.000;2022/08/03 00:00:00.000;2022/09/02 00:00:00.000;15,1;20,0;18,12;9,06;167,75;Payée     ;CLI00105  ;GAZ_0126            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00000040         ;CTR000004      ;2022/09/03 00:00:00.000;2022/10/03 00:00:00.000;2022/08/04 00:00:00.000;2022/09/03 00:00:00.000;9,79;20,0;11,75;5,88;108,82;En attente;CLI00021  ;GAZ_0009            ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000
FAC00001240         ;CTR000107      ;2022/09/03 00:00:00.000;2022/10/03 00:00:00.000;2022/08/04 00:00:00.000;2022/09/03 00:00:00.000;86,81;20,0;104,17;52,08;578,7;En attente;CLI00140  ;ELEC_0094           ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001257         ;CTR000109      ;2022/09/04 00:00:00.000;2022/10/04 00:00:00.000;2022/08/05 00:00:00.000;2022/09/04 00:00:00.000;21,29;20,0;25,55;12,77;236,52;Payée     ;CLI00109  ;GAZ_0027            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
